5   1.0000    2.5388    2.4070
   2.7188    1.9257 -109.3619     0.065
   2.1278    2.0808   79.6312     0.000
   2.5373    2.4122    0.0739     1.863
   3.0629    2.3916   84.3375     0.010
   2.3823    2.8894  -52.9342     0.258
