8   1.0000   20.8042   20.7805
  20.7780   20.3067 -355.9137     0.281
  21.3033   20.7843   85.3173     0.000
  20.3062   20.8117   54.6586     0.022
  21.2686   20.9544 -364.0383     0.003
  21.2474   21.0014  298.9897     0.003
  20.3911   21.0505 -6863.7807     0.030
  20.3922   21.0521 6831.4966     0.030
  20.8196   21.2580  -25.8813     0.116
