5   1.0000    2.5457    2.3949
   2.7593    1.9173  407.0525     0.063
   2.1420    2.0730 -303.0077     0.092
   2.5472    2.3894    9.7187     0.835
   3.0678    2.3904 -757.9528     0.041
   2.3623    2.8894  217.4212     0.000
