9   1.0000   20.8096   20.7783
  20.7777   20.3025  -15.2385     0.137
  21.2057   20.4781   17.5887     0.004
  20.3737   20.5524   15.7746     0.000
  21.3055   20.7092  -19.4162     0.036
  20.8096   20.7823    0.0067     3.251
  20.3289   20.9171  -24.2066     0.080
  21.2731   20.9561   17.7704     0.006
  20.3901   21.0493   25.8964     0.073
  20.8198   21.2593  -13.7623     0.211
