2.077500e+01 2.023000e+01 2.080309e+01 2.070809e+01 2.077000e+01 2.023500e+01 2.080337e+01 2.071271e+01
2.077500e+01 2.023000e+01 2.080309e+01 2.070809e+01 2.078500e+01 2.023000e+01 2.080319e+01 2.070861e+01
2.078500e+01 2.023000e+01 2.080319e+01 2.070861e+01 2.079500e+01 2.023000e+01 2.080326e+01 2.070895e+01
2.079500e+01 2.023000e+01 2.080326e+01 2.070895e+01 2.080500e+01 2.023000e+01 2.080329e+01 2.070910e+01
2.080500e+01 2.023000e+01 2.080329e+01 2.070910e+01 2.081500e+01 2.023000e+01 2.080330e+01 2.070905e+01
2.081500e+01 2.023000e+01 2.080330e+01 2.070905e+01 2.082500e+01 2.023000e+01 2.080331e+01 2.070882e+01
2.082500e+01 2.023000e+01 2.080331e+01 2.070882e+01 2.083500e+01 2.023000e+01 2.080333e+01 2.070840e+01
2.083500e+01 2.023000e+01 2.080333e+01 2.070840e+01 2.084500e+01 2.023000e+01 2.080337e+01 2.070779e+01
2.084500e+01 2.023000e+01 2.080337e+01 2.070779e+01 2.085500e+01 2.023000e+01 2.080345e+01 2.070699e+01
2.085500e+01 2.023000e+01 2.080345e+01 2.070699e+01 2.086500e+01 2.023000e+01 2.080357e+01 2.070600e+01
2.086500e+01 2.023000e+01 2.080357e+01 2.070600e+01 2.087500e+01 2.023000e+01 2.080375e+01 2.070483e+01
2.087500e+01 2.023000e+01 2.080375e+01 2.070483e+01 2.088500e+01 2.023000e+01 2.080401e+01 2.070349e+01
2.088500e+01 2.023000e+01 2.080401e+01 2.070349e+01 2.089000e+01 2.023500e+01 2.080342e+01 2.070761e+01
2.073500e+01 2.024000e+01 2.080339e+01 2.071403e+01 2.073000e+01 2.024500e+01 2.080396e+01 2.071820e+01
2.073500e+01 2.024000e+01 2.080339e+01 2.071403e+01 2.074500e+01 2.024000e+01 2.080359e+01 2.071530e+01
2.074500e+01 2.024000e+01 2.080359e+01 2.071530e+01 2.075500e+01 2.024000e+01 2.080371e+01 2.071640e+01
2.075500e+01 2.024000e+01 2.080371e+01 2.071640e+01 2.076500e+01 2.024000e+01 2.080375e+01 2.071732e+01
2.077000e+01 2.023500e+01 2.080337e+01 2.071271e+01 2.076500e+01 2.024000e+01 2.080375e+01 2.071732e+01
2.089000e+01 2.023500e+01 2.080342e+01 2.070761e+01 2.089500e+01 2.024000e+01 2.080271e+01 2.071169e+01
