4   1.0000   20.8079   20.7752
  20.8409   20.2884 23780.5422     0.001
  21.2024   20.4881 -57868.3205     0.001
  21.2036   20.4897 22094.6860     0.000
  20.3207   20.7501 -25881.4914     0.001
