2.079750e+01 2.023400e+01 2.080605e+01 2.071453e+01 2.079700e+01 2.023450e+01 2.080606e+01 2.071502e+01
2.079750e+01 2.023400e+01 2.080605e+01 2.071453e+01 2.079850e+01 2.023400e+01 2.080605e+01 2.071455e+01
2.079850e+01 2.023400e+01 2.080605e+01 2.071455e+01 2.079950e+01 2.023400e+01 2.080605e+01 2.071457e+01
2.079950e+01 2.023400e+01 2.080605e+01 2.071457e+01 2.080050e+01 2.023400e+01 2.080605e+01 2.071459e+01
2.080050e+01 2.023400e+01 2.080605e+01 2.071459e+01 2.080150e+01 2.023400e+01 2.080605e+01 2.071460e+01
2.080150e+01 2.023400e+01 2.080605e+01 2.071460e+01 2.080250e+01 2.023400e+01 2.080606e+01 2.071462e+01
2.080250e+01 2.023400e+01 2.080606e+01 2.071462e+01 2.080300e+01 2.023450e+01 2.080606e+01 2.071512e+01
2.077250e+01 2.023500e+01 2.080602e+01 2.071436e+01 2.077200e+01 2.023550e+01 2.080605e+01 2.071482e+01
2.077250e+01 2.023500e+01 2.080602e+01 2.071436e+01 2.077350e+01 2.023500e+01 2.080603e+01 2.071443e+01
2.077350e+01 2.023500e+01 2.080603e+01 2.071443e+01 2.077450e+01 2.023500e+01 2.080603e+01 2.071450e+01
2.077450e+01 2.023500e+01 2.080603e+01 2.071450e+01 2.077550e+01 2.023500e+01 2.080604e+01 2.071456e+01
2.077550e+01 2.023500e+01 2.080604e+01 2.071456e+01 2.077650e+01 2.023500e+01 2.080604e+01 2.071463e+01
2.077650e+01 2.023500e+01 2.080604e+01 2.071463e+01 2.077750e+01 2.023500e+01 2.080604e+01 2.071469e+01
2.077750e+01 2.023500e+01 2.080604e+01 2.071469e+01 2.077850e+01 2.023500e+01 2.080605e+01 2.071475e+01
2.077850e+01 2.023500e+01 2.080605e+01 2.071475e+01 2.077950e+01 2.023500e+01 2.080605e+01 2.071481e+01
2.077950e+01 2.023500e+01 2.080605e+01 2.071481e+01 2.078050e+01 2.023500e+01 2.080605e+01 2.071486e+01
2.078050e+01 2.023500e+01 2.080605e+01 2.071486e+01 2.078150e+01 2.023500e+01 2.080606e+01 2.071492e+01
2.078150e+01 2.023500e+01 2.080606e+01 2.071492e+01 2.078250e+01 2.023500e+01 2.080606e+01 2.071497e+01
2.078250e+01 2.023500e+01 2.080606e+01 2.071497e+01 2.078350e+01 2.023500e+01 2.080606e+01 2.071502e+01
2.078350e+01 2.023500e+01 2.080606e+01 2.071502e+01 2.078450e+01 2.023500e+01 2.080606e+01 2.071507e+01
2.078450e+01 2.023500e+01 2.080606e+01 2.071507e+01 2.078550e+01 2.023500e+01 2.080607e+01 2.071512e+01
2.078550e+01 2.023500e+01 2.080607e+01 2.071512e+01 2.078650e+01 2.023500e+01 2.080607e+01 2.071516e+01
2.078650e+01 2.023500e+01 2.080607e+01 2.071516e+01 2.078750e+01 2.023500e+01 2.080607e+01 2.071520e+01
2.078750e+01 2.023500e+01 2.080607e+01 2.071520e+01 2.078850e+01 2.023500e+01 2.080607e+01 2.071524e+01
2.078850e+01 2.023500e+01 2.080607e+01 2.071524e+01 2.078950e+01 2.023500e+01 2.080607e+01 2.071528e+01
