6   1.0000   20.8080   20.7750
  21.0640   20.3593 8162.1502     0.001
  20.4398   20.4547 -1476.1091     0.002
  21.2018   20.4864 -12187.6242     0.001
  21.2462   20.9901 6524.5353     0.000
  20.3953   21.0359 1619.9337     0.000
  20.8209   21.2628 -2762.4617     0.001
