6   1.0000   20.8234   20.7760
  20.7777   20.3025    7.7065     0.000
  21.2731   20.9561  -17.1903     1.502
  20.3909   21.0506  -12.2302     1.511
  20.9572   21.2339  394.9790     1.477
  20.7524   21.2583  670.6881     1.477
  20.8198   21.2593 -1029.7076     1.477
